last_name,first_name,father_name,little_name,nan,none,no
Γεωργιάδης,Σπυρίδων-Άδωνις,Αθανασίου,,,,
Κουμουτσάκος,Γεωργία,Σπυρίδωνος,,,,
Γιακουμάτος,Γεράσιμος,Χαραλάμπους,,,,
Παπακώστα-Σιδηροπούλου,Αικατερίνη,Αγγέλου,,,,
Γερμενής,Γεώργιος,Σπυρίδωνος,,,,
Παναγιώταρος,Ηλίας,Κωνσταντίνου,,,,
Ζαρούλια,Ελένη,Βασιλείου,,,,
Γεννηματά,Φωτεινή,(Φώφη),Γεωργίου,,,
Ψαριανός,Γρηγόριος,Νικολάου,,,,
Καμμένος,Παναγιώτης,(Πάνος),Ηλία,,,
Λεβέντης,Βασίλης,Αποστόλου,,,,
Καρράς,Γεώργιος-Δημήτριος ,Βασιλείου,,,,
Παναγιωτόπουλος,Παναγιώτης,(Πάνος),Παναγιώτη,,,
Κυρίτσης,Γεώργιος,Μιλτιάδη,,,,
Κουίκ,Τέρενς-Σπένσερ-Νικόλαος,Φιλίππου,,,,
Λυμπεράκη,Αντιγόνη,Γεωργίου,,,,
Τσουκαλάς,Κωνσταντίνος,Αγγέλου,,,,
Αντωνοπούλου,Ουρανία,Αντωνίου,,,,
Κυρίτση,Αγλαϊα,Λαζάρου,,,,
Καρκατσούλης,Παναγιώτης,Γεωργίου,,,,
Κωνσταντοπούλου,Ζωή,Ν.,,,,
Σακελλαρίδης,Γαβριήλ,Γεωργίου,,,,
Λεουτσάκος,Ευστάθιος,Πιέρρου,(Στάθης),,,
Αντωνάκου,Σταυρούλα,Αγγέλου,,,,
Λαφαζάνης,Παναγιώτης,Γεωργίου,,,,
Ορφανός,Νικόλαος,Δημητρίου,,,,
Μητρόπουλος,Αλέξιος,Παναγιώτη,,,,
Σωτηρίου,Ελένη,Δημητρίου,,,,
Χαϊκάλης,Παύλος,Γεωργίου,,,,
Κοδέλας,Δημήτριος,Παναγιώτη,,,,
Γαλέος,Γεώργιος,Αθανασίου,,,,
Ζαχαριάς,Κωνσταντίνος,Παναγιώτη,,,,
Κανελλοπούλου,Μαρία,Ανδρέα,,,,
Χατζηλάμπρου,Βασίλειος,Σάββα,,,,
Αρβανίτης-Αβράμης,Μιχαήλ,Κωνσταντίνου,,,,
Σταθάς,Ιωάννης,Παναγιώτη,,,,
Σκούμας,Αθανάσιος,Δημητρίου,,,,
Μπασιάκος,Ευάγγελος,Αθανασίου,,,,
Κοψαχείλης,Τιμολέων,Αθανασίου,,,,
Χαρακίδης,Κυριάκος,Μιχαήλ,,,,
Μαυραγάνης,Νικόλαος,Ανδρέα,,,,
Κώτσιας,Θωμάς,Μάρκου,,,,
Λαπαβίτσας,Κωνσταντίνος,Αντωνίου,,,,
Κριτσωτάκης,Μιχαήλ,Γεωργίου,,,,
Μακαρόνας,Γρηγόριος,Γεωργίου,,,,
Χαραλαμπίδου,Δέσποινα,Δημητρίου,,,,
Τεκτονίδου,Κυριακή,(Βούλα),Αναστασίου,,,
Γαϊτάνη,Ιωάννα,Γεωργίου,,,,
Ταχιάου,Χριστίνα,Γεωργίου,,,,
Αμμανατίδου-(Πασχαλίδου),Ευαγγελία,Γεωργίου,,(Λίτσα),,
Γραικός,Φώτιος,Ευστρατίου,,,,
Μάρκου,Αικατερίνη,Δημοσθένη,,,,
Γερασιμίδου,Ελένη,Νικολάου,,,,
Ξουλίδου,Σταυρούλα,Ιωάννη,,,,
Τσανάκα,Αλεξάνδρα,Δημητρίου,,,,
Μιχαλάκης,Νικόλαος,Ηλία,,,,
Διαμαντόπουλος,Ευάγγελος,Περικλή,,,,
Σαμοΐλης,Στέφανος,Κωνσταντίνου-Νικολάου,,,,
Μακρή,Ραχήλ,Κωνσταντίνου,,,,
Ουζουνίδου,Ευγενία,Χρήστου,,,,
Κάτανας,Χαρίσιος,Λαζάρου,,,,
Κουρεμπές,Θεοφάνης,Σπυρίδωνος,(Φάνης),,,
Διώτη,Ηρώ,Μαρίνου,,,,
Σβερώνη-Χονδρονάσιου,Δέσποινα,Αθανασίου,,,,
Δερμιτζάκης,Κωνσταντίνος,Νικολάου,,,,
Ζερδελής,Ιωάννης,Χριστοφόρου,,,,
Γρηγόρης,Σταύρος,Γεωργίου,,,,
Τζήκα-Κωστοπούλου,Δανάη,Ιωάννη,,,,
Δελημήτρος,Κωνσταντίνος,Ευαγγέλου,,,,
Πετράκος,Αθανάσιος,Κωνσταντίνου,,,,
Ψαρρέα,Ελένη,Παναγιώτη,,,,
Κοντός,Αλέξανδρος,Ευστρατίου,,,,
Σμίας,Χρήστος,Ιωάννη,,,,
Ζάννας,Ζήσης,Γρηγορίου,,,,
Ματθαιόπουλος,Αρτέμιος,Παύλου,,,,
Χατζηδημητρίου,Αλέξανδρος,Νικολάου,,,,
Κυριακάκης,Βασίλειος,Κωνσταντίνου,,,,
Λέβα,Βασιλική,Κωνσταντίνου,,,,
Δριβελέγκας,Ιωάννης,Κωνσταντίνου,,,,
Βαλαβάνη,Όλγα-Νάντια,Γεωργίου,,,,
Στρατούλης,Δημήτριος,Ιωάννη,,,,
Κατριβάνου,Βασιλική,Ηλία,,,,
Ήσυχος,Κωνσταντίνος-Ηρακλής,Νικολάου,,,,
Γεωργιάδης,Σπυρίδων-,-,Άδωνις,Αθανασίου,,
Μεϊμαράκης,Ευάγγελος-Βασίλειος,Ιωάννη,,,,
Ασημακοπούλου,Άννα-Μισέλ,Παναγιώτη,,,,
Παπαχριστόπουλος,Αθανάσιος,Θεμιστοκλή,(Θανάσης),,,
Ιωαννίδης,Ηλίας,Λαζάρου,,,,
Λαζαρίδης,Χρύσανθος,Αλεξάνδρου,,,,
Μιχελάκης,Ιωάννης,Σπυρίδωνος,,,,
Τσουκαλάς,Δημήτριος,Βασιλείου,,,,
Δήμας,Πύρρος,Βίκτωρος,,,,
Κουίκ,Τέρενς,-,Σπένσερ,-,Νικόλαος,Φιλίππου
Παπαδημητρίου,Γεσθημανή,(Μάνια),Θεοδώρου,,,
Πιπιλή,Φωτεινή,Ανδρέα,,,,
Παυλόπουλος,Προκόπιος,Βασιλείου,,,,
Μπόλαρη,Μαρία,Βασιλείου,,,,
Πανούσης,Ιωάννης,Αποστόλου,,,,
Μωραϊτάκης,Αλέξανδρος,Γεωργίου,,,,
Αρβανιτόπουλος,Κωνσταντίνος,Παναγιώτη,,,,
Μελάς,Παναγιώτης,Ιωάννη,,,,
Ρεπούση,Μαρία,Βασιλείου,,,,
Νεράντζης,Αναστάσιος,Δημητρίου,,,,
Βαμβακά,Ευγενία,(Τζένη),Νικολάου,,,
Κουράκος,Ιωάννης,Θωμά,,,,
Γιαννακάκη,Μαρία,Γεωργίου,,,,
Φούντα,Νίκη,Νικολάου,,,,
Λυκουρέντζος,Ανδρέας,Θεοφάνη,,,,
Νταβλούρος,Αθανάσιος,Περικλή,,,,
Νταβρής,Γεώργιος,Χαραλάμπους,,,,
Τσούκαλης,Νικόλαος,Σπυρίδωνος,,,,
Καράμπελας,Ιωάννης,Δημητρίου,,,,
Αηδόνης,Χρήστος,Ευαγγέλου,,,,
Γεροντόπουλος,Κυριάκος,Χριστόδουλου,,,,
Δερμεντζόπουλος,Αλέξανδρος,Χρήστου,,,,
Ντόλιος,Γεώργιος,Πασχάλη,,,,
Ουζουνίδης,Μαρίνος,Δημητρίου,,,,
Μαρκόπουλος,Κωνσταντίνος,Αθανασίου,,,,
Αναγνωστάκης,Δημήτριος,Θεοδώρου,,,,
Κοντογιάννης,Γεώργιος,Δημητρίου,,,,
Μαρίνος,Ανδρέας,Σπυρίδωνος,,,,
Μπατσαρά,Γεωργία,Νικολάου,,,,
Γιοβανόπουλος,Κωνσταντίνος,Γεωργίου,,,,
Διακάκη,Μαρία,Νικολάου,,,,
Δαμαβολίτης,Κωνσταντίνος,Εμμανουήλ,,,,
Δεικτάκης,Γεώργιος,Νικολάου,,,,
Μπέζας,Αντώνιος,Εμμανουήλ,,,,
Ιωαννίδης,Ιωάννης,Δημητρίου,,,,
Ορφανός,Γεώργιος,Δημητρίου,,,,
Αβραμίδης,Γαβριήλ,Νικολάου,,,,
Γιαταγάνα,Χρυσούλα-Μαρία,Θεοδώρου,,,,
Ξηροτύρη-Αικατερινάρη,Ασημίνα,Γεωργίου,,,,
Κωνσταντινίδης,Θεοδόσιος,Νικολάου,,,,
Αμμανατίδου-,-,(Πασχαλίδου),Ευαγγελία,(Λίτσα),Γεωργίου,
Ζησιμόπουλος,Πολύβιος,Παναγιώτη,,,,
Κασσής,Μιχαήλ,Αριστείδη,,,,
Καλαντζής,Γεώργιος,Κωνσταντίνου,,,,
Κλειτσιώτης,Κωνσταντίνος,Χρήστου,,,,
Ταλιαδούρος,Σπυρίδων,Αθανασίου,,,,
Αναγνωστόπουλος,Γεώργιος,Θεοδώρου,,,,
Δένδιας,Νικόλαος,-,Γεώργιος,Σπυρίδωνος,,
Γκερέκου,Αγγελική,Ιωάννη,,,,
Κουκουλόπουλος,Παρασκευάς,(Πάρις),Δημητρίου,,,
Μπούκουρας,Ευστάθιος,Νικολάου,,,,
Ρήγας,Παναγιώτης,Θεοφάνη,,,,
Πατριανάκου,Φεβρωνία,Πέτρου,,,,
Γελαλής,Δημήτρης,Λεωνίδα,,,,
Σαχινίδης,Φίλιππος,Δημητρίου,,,,
Αλεξόπουλος,Χρυσοβαλάντης,Δημητρίου,,,,
Ψύρρας,Θωμάς,Θεοδώρου,,,,
Βογιατζής,Παύλος,Γεωργίου,,,,
Σηφουνάκης,Νικόλαος,Οδυσσέα,,,,
Σολδάτος,Θεόδωρος,Φωτίου,,,,
Χρυσοβελώνη,Μαρίνα,Γεωργίου,,,,
Μουτσινάς,Παρίσης,(Πάρις),Ιωάννη,,,
Σαμπαζιώτης,Δημήτρης,Αθανασίου,,,,
Σαλτούρος,Δημήτριος,Παναγιώτη,,,,
Τζαμτζής,Ιορδάνης,(Δάνης),Συμεών,,,
Κωνσταντόπουλος,Γεώργιος,Λεωνίδα,,,,
Χριστογιάννης,Δημήτριος,Διονυσίου,,,,
Μάνη-Παπαδημητρίου,΄Αννα,Ευαγγέλου,,,,
Τσουμάνης,Δημήτριος,Αχιλλέα,,,,
Χατζή,Οσμάν,Αχμέτ,Ραήφ,,,
Καλογερή,Αγνή,Κωνσταντίνου,,,,
Βλάχβεης,Μενέλαος,Χρήστου,,,,
Κόλλια,-,Τσαρουχά,Μαρία,Ευστρατίου,,
Βλαχογιάννης,Ηλίας,Γεωργίου,,,,
Ταμήλος,Μιχαήλ,Κωνσταντίνου,,,,
Κουτσογιαννακόπουλος,Κωνσταντίνος,Ιωάννη,,,,
Μακρή-Θεοδώρου,Ελένη,Ευαγγέλου,,,,
Μπριάνης,Δημήτριος,Κωνσταντίνου,,,,
Γερμανίδης,Αθανάσιος,Ιωάννη,,,,
Μανδρέκα,Ασπασία,Παναγιώτη,,,,
Καρανάσιος,Ευθύμιος,Βασιλείου,,,,
Μαρκογιαννάκης,Χρήστος,Εμμανουήλ,,,,
Βολουδάκης,Μανούσος,-,Κωνσταντίνος,Γεωργίου,,
Βιρβιδάκης,Κυριάκος,Επαμεινώνδα,,,,
Τριαντάφυλλος,Κωνσταντίνος,Δημοσθένη,,,,
Ντινόπουλος,Αργύρης,Βασιλείου,,,,
Γεωργιάδης,Σπυρίδων,-,Άδωνις,Αθανασίου,,
Μεϊμαράκης,Ευάγγελος,-,Βασίλειος,Ιωάννη,,
Πολύδωρας,Βύρων,Γεωργίου,,,,
Παπακώστα,-,Σιδηροπούλου,Αικατερίνη,Αγγέλου,,
Τατσόπουλος,Πέτρος-Γεώργιος,Ευαγγέλου,,,,
Αλεξόπουλος,Απόστολος,Ιωάννη,,,,
Χρυσοχοΐδης,Μιχαήλ,Βασιλείου,,,,
Ανδρουλάκης,Δημήτριος,(Μίμης),Γρηγορίου,,,
Κακλαμάνης,Απόστολος,Χρήστου,,,,
Δημαράς,Ιωάννης,Νικολάου,,,,
Καπερνάρος,Βασίλειος,Ηλία,,,,
Κουβέλης,Φώτιος-Φανούριος,Ευαγγέλου,,,,
Βουδούρης,Οδυσσεύς,-,Νίκος,Γεωργίου,,
Χαλβατζής,Σπυρίδων,Εμμανουήλ,,,,
Ιακωβίδου,Παναγιώτα,(Τάνια),Χρυσοστόμου,,,
Χατζησοφιά,Άννα,Φωτίου,,,,
Κούβελα,Φωτεινή,Δημητρίου,,,,
Γλέζος,Εμμανουήλ,Νικολάου,,,,
Γιαννάκης,Μιχαήλ,Ευαγγέλου,,,,
Αβραμόπουλος,Δημήτριος,Λάμπρου,,,,
Ψυχάρης,Ανδρέας,Σταύρου,,,,
Βουλδής,Ιωάννης,Θεοδώρου,,,,
Παντελάκη,Ελπίδα,Αντωνίου,,,,
Λιντζέρης,Δημήτριος,Γεωργίου,,,,
Αρβανίτη-Πρεβεζάνου,Ευγενία,Ανδρέα,,,,
Σμολοκτός,Νικόλαος,Αποστόλου,,,,
Γάσπαρος,Διονύσιος,Ιωάννη,,,,
Κωνσταντόπουλος,Ιωάννης,Θεοδώρου,,,,
Κρέσπης,Νικόλαος,Αναστασίου,,,,
Καρανίκα,Ξανθίππη,Πέτρου,,,,
Ταμπάκη-Σοφρόνωφ,Ιωάννα,Ελευθερίου,,,,
Κεφαλογιάννης,Εμμανουήλ,Κωνσταντίνου,,,,
Μαριάς,Επαμεινώνδας,(Νότης),Αθανασίου,,,
Ζιώγας,Ιωάννης,Ηλία,,,,
Αμμανατίδου,-,(Πασχαλίδου),Ευαγγελία,(Λίτσα),Γεωργίου,
Τσιόκας,Θεοχάρης,(Χάρης),Δημητρίου,,,
Έξαρχος,Νικόλαος,(Πάκος),Θεοφάνη,,,
Μπούτας,Ευάγγελος,Θωμά,,,,
Κουμπάνης,Συμεών,Ιωάννη,,,,
Χαραλάμπους,Χαράλαμπος,Μιχαήλ,,,,
Σταμπολίδης,Κωνσταντίνος,Ιωάννη,,,,
Τσικαρδάνη,Θεοδώρα,Αλεξάνδρου,,,,
Βουτσίνος,Μάριος,Ιωάννη,,,,
Ζώης,Χρήστος,Κωνσταντίνου,,,,
Καρχιμάκης,Μιχαήλ,Ελευθερίου,,,,
Καραγιάννης,Δημήτριος,Βασιλείου,,,,
Νάκος,Αθανάσιος,Σταύρου,,,,
Νάνος,Απόστολος,Γεωργίου,,,,
Γραμματικόπουλος,Αθανάσιος,Δημητρίου,,,,
Παπαδόπουλος,Ευγένιος,Ιωάννη,,,,
Ιωάννου,Βασίλειος,Ιωάννη,,,,
Όθωνας,Εμμανουήλ,Όθωνα,,,,
Μαυρατζώτης,Δημήτριος,Εμμανουήλ,,,,
Σιώης,Νικήτας,Γεωργίου,,,,
Φωτίου,Ευάγγελος,Γεωργίου,,,,
Οικονόμου,Γεώργιος,Χρήστου,,,,
Κανταρτζής,Αχιλλέας,Κλεομένη,,,,
Τσώνης,Νικόλαος,Αθανασίου,,,,
Χειμάρας,Θεόδωρος,Αντωνίου,,,,
Γκλέτσος,Απόστολος,Κωνσταντίνου,,,,
Σαμαράς,Νικόλαος,Ιωάννη,,,,
Γυπάρης,Κωνσταντίνος,Γεωργίου,,,,
Μουσουρούλης,Κωνσταντίνος,Δημητρίου,,,,
Σπηλιωτόπουλος,Αριστόβουλος,(Άρης),Ελευθερίου,,,
Παπαθανασίου,Γιάννης,Δημητρίου,,,,
Παπαδημούλης,Δημήτριος,Χριστόδουλου,,,,
Δούρου,Ειρήνη,(Ρένα),Αθανασίου,,,
Μανώλης,Ιωάννης,Γεωργίου,,,,
Κοντογιαννίδης,Παύλος,Χρήστου,,,,
Βουλβουκέλη,Βασιλική-Ραφαέλλα,Σταύρου,,,,
Κροκίδη,Λίνα,Νικολάου,,,,
Βουδούρης,Οδυσσεύς-Νίκος,Γεωργίου,,,,
Παναρίτη,Ελένη,(Έλενα),Ιωάννου,,,
Μόσιαλος,Ηλίας,Αρχοντή,,,,
Γερουλάνος,Παύλος,Μαρίνου,,,,
Σιούφας,Δημήτριος,Γεωργίου,,,,
Τσουμάνη-Σπέντζα,Ευγενία,Λάμπρου,,,,
Καζάκος,Κωνσταντίνος,Αναστασίου,,,,
Κοραντής,Ιωάννης,Αντωνίου,,,,
Μουλόπουλος,Βασίλειος,Διονυσίου,,,,
Αντώναρος,Ευάγγελος,Αρχελάου,,,,
Καραπαναγιώτη,Τατιάνα,Λεωνίδα-Αθανασίου,,,,
Διαμαντοπούλου,Άννα,Δημητρίου,,,,
Παπουτσής,Χρήστος,Δημητρίου,,,,
Αλευράς,Αθανάσιος,(Νάσος),Γεωργίου,,,
Τσούρας,Αθανάσιος,Αγγέλου,,,,
Κουβέλης,Σπυρίδων,Σταύρου,,,,
Βόζεμπεργκ,Ελισσάβετ,(Ελίζα),Κυριάκου,,,
Οικονόμου,Παντελής,Σπυρίδωνα,,,,
Καρύδης,Δημήτριος,Μιχαήλ,,,,
Μπεντενιώτης,Εμμανουήλ,Ανάργυρου,,,,
Αποστολάτος,Βαϊτσης,Σπυρίδωνα,,,,
Νιώτης,Γρηγόριος,Δημητρίου,,,,
Διαμαντίδης,Ιωάννης,Δημητρίου,,,,
Νικολαϊδου,Βαρβάρα,(Βέρα),Αρίσταρχου,,,
Ανατολάκης,Γεώργιος,Στεφάνου,,,,
Πάγκαλος,Θεόδωρος,Γεωργίου,,,,
Ασπραδάκης,Παντελεήμων,(Παντελής),Μιχαήλ,,,
Βρεττός,Κωνσταντίνος,(Ντίνος),Σπυρίδωνος,,,
Καντερές,Νικόλαος,Ευαγγέλου,,,,
Λεβέντης,Αθανάσιος,Σωτηρίου,,,,
Καλαποθαράκος,Χρήστος,Βασιλείου,,,,
Μακρυπίδης,Ανδρέας,Διονυσίου,,,,
Γιαννακά,Σοφία,Δημητρίου,,,,
Παπαδημητρίου,Ελισάβετ,(Έλσα),Δημητρίου,,,
Ρέππας,Δημήτριος,Παναγιώτη,,,,
Τσιρώνης,Δημήτριος,Μιχαήλ,,,,
Παπασιώζος,Κωνσταντίνος,Χρήστος,,,,
Σπηλιόπουλος,Κωνσταντίνος,Γεωργίου,,,,
Τριανταφυλλόπουλος,Ανδρέας,Θεοδώρου,,,,
Μπεκίρης,Μιχαήλ,Βασιλείου,,,,
Χρυσανθακόπουλος,Αλέξανδρος,Χρήστου,,,,
Κυριακοπούλου,Μαρία,Ηλία,,,,
Τόγιας,Βασίλειος,Ιωάννη,,,,
Τσόνογλου,Βασιλική,Παράσχου,,,,
Αγάτσα,Αριάδνη,Αριστείδη,,,,
Χαντάβας,Αθανάσιος,Αριστοτέλη,,,,
Τζίμας,Μαργαρίτης,Γεωργίου,,,,
Νικητιάδης,Γεώργιος,Νικολάου,,,,
Ζωίδης,Νικόλαος,Ηλία,,,,
Κασσάρας,Γεώργιος,Ιωάννη,,,,
Ρενταρή-Τέντε,Όλγα,Νικολάου,,,,
Τσιαούση,Ελένη,Παναγιώτη,,,,
Περλεπέ-Σηφουνάκη,Αικατερίνη,Αγγέλου,,,,
Παπανδρέου-Παπαδάκη,Ουρανία,Νικολάου,,,,
Καρανίκας,Ηλίας,Δημητρίου,,,,
Κλαυδιανού,Μαρία,Γεωργίου,,,,
Αντωνακόπουλος,Παναγιώτης,Γεωργίου,,,,
Δημητρουλόπουλος,Παναγιώτης,(Τάκης),Πανταζή,,,
Σιδηρόπουλος,Αναστάσιος,Γεωργίου,,,,
Γικόνογλου,Αθανάσιος,Μόσχου,,,,
Χαλκίδης,Μιχαήλ,Γεωργίου,,,,
Παρασύρης,Φραγκίσκος,Γεωργίου,,,,
Στρατάκης,Εμμανουήλ,Σοφοκλή,,,,
Σκραφνάκη,Μαρία,Γρηγορίου,,,,
Κατσούρας,Χρήστος,Σπυρίδωνα,,,,
Αράπογλου,Χρυσή,Ανέστη,,,,
Μαγκριώτης,Ιωάννης,Αστερίου,,,,
Καϊλή,Ευδοξία-Εύα,Aλεξάνδρου,,,,
Βούγιας,Σπυρίδων,Αλεξάνδρου,,,,
Καλαντίδου,Σοφία,Παναγιώτη,,,,
Κολοκοτρώνης,Άγγελος,Χρήστου,,,,
Γερανίδης,Βασίλειος,Θεοδώρου,,,,
Ιγνατιάδης,Θεόδωρος,Γεωργίου,,,,
Παντούλας,Μιχαήλ,Χρήστου,,,,
Αργύρης,Ευάγγελος,Ιωάννη,,,,
Οικονόμου,Αθανάσιος,Σωκράτη,,,,
Τιμοσίδης,Μιχαήλ,Ιωάννη,,,,
Παπουτσής,Δημήτριος,Πασχάλη,,,,
Εμινίδης,Σάββας,Κωνσταντίνου,,,,
Ρόβλιας,Κωνσταντίνος,Χρήστου,,,,
Σαλαγιάννης,Νικόλαος,Βασιλείου,,,,
Θεοχάρη,Μαρία,Αριστοτέλη,,,,
Πετσάλνικος,Φίλιππος,Ιωάννη,,,,
Μοσχόπουλος,Σπυρίδωνας,Αγαθαγγέλου,,,,
Κιλτίδης,Κωνσταντίνος,Βασιλείoυ,,,,
Αθανασιάδης,Αλέξανδρος,Θεοδώρου,,,,
Βλατής,Ιωάννης,Νικολάου,,,,
Μπεγλίτης,Παναγιώτης,Ανδρέα,,,,
Φαρμάκη-Γκέκη,Αικατερίνη,Γεωργίου,,,,
Μανωλάκης,Άγγελος,Χρήστου,,,,
Παπαμανώλης,Γεώργιος,Νικολάου,,,,
Αποστολάκος,Γρηγόριος,Γεωργίου,,,,
Έξαρχος,Βασίλειος,Θεοδώρου,,,,
Σκυλλάκος,Αντώνιος,Ηλία,,,,
Ροντούλης,Αστέριος,Γεωργίου,,,,
Αλεξανδρίδου,Βασιλική,Παύλου,,,,
Γαληνός,Σπυρίδων,(Σπύρος),Μιχαήλ,,,
Σκοπελίτης,Σταύρος,Γεωργίου,,,,
Μαργέλης,Σπυροπάνος,Νικολάου,,,,
Καρτάλης,Κωνσταντίνος,Ιωάννη,,,,
Ζήση,Ροδούλα,Αθανασίου,,,,
Μαρκάκης,Παύλος,Γεωργίου,,,,
Κουσελάς,Δημήτριος,Ηλία,,,,
Μάντατζη,Τσετίν,Μουχάμερ,,,,
Ξυνίδης,Σωκράτης,Γεωργίου,,,,
Θεοδωρίδης,Ηλίας,Ιωάννη,,,,
Γιουματζίδης,Βασίλειος,Μελετίου,,,,
Αμοιρίδης,Ιωάννης,Παναγιώτη,,,,
Παπαγεωργίου,Αθανάσιος,Ανδρέα,,,,
Μίχου,Μαρία,Κωνσταντίνου,,,,
Παπαχρήστος,Ευάγγελος,Καλλίμαχου,,,,
Πεταλωτής,Γεώργιος,Στυλιανού,,,,
Βαρδίκος,Πυθαγόρας,Χαραλάμπους,,,,
Κουτμερίδης,Ευστάθιος,Θεοδώρου,,,,
Καριπίδης,Αναστάσιος,Δημητρίου,,,,
Κόλλια-Τσαρούχα,Μαρία,Ευστρατίου,,,,
Πολατίδης,Ηλίας,Χαραλάμπους,,,,
Χάϊδος,Χρήστος,Ιωάννη,,,,
Μαγκούφης,Χρήστος,Ευθυμίου,,,,
Μερεντίτη,Αθανασία,(Σούλα),Δημητρίου,,,
Χατζηγάκης,Σωτήριος,Μιχαήλ,,,,
Σκρέκας,Θεόδωρος,Κωνσταντίνου,,,,
Μπατζελή,Αικατερίνη,Γεωργίου,,,,
Γιαννόπουλος,Αθανάσιος,Λάμπρου,,,,
Λιάνης,Γεώργιος,Θεμιστοκλή,,,,
Παπαθανάση,Αφροδίτη,Κωνσταντίνου,,,,
Κατσαρού,Άννα,Χρήστου,,,,
Δαμιανάκης,Ευτύχιος,Νικολάου,,,,
Βαλυράκης,Ιωσήφ,Ιωαν.,,,,
Κουρουπάκη,Ευαγγελία,Σταύρου,,,,
Κατσέλη,Λουκία-Ταρσίτσα,(Λούκα),Πελοπίδα,,,
Αποστολάκη,Ελένη-Μαρία,(Μιλένα),Γεωργίου,,,
Ευθυμίου,Πέτρος,Δημητρίου,,,,
Παπανδρέου,Βασιλική,(Βάσω),Ανδρέα,,,
Χυτήρης,Τηλέμαχος,Γερασίμου,,,,
Κουτρουμάνης,Γεώργιος,Σπυρίδωνος,,,,
Νταλάρα,Άννα,Γεωργίου,,,,
Γείτονας,Κωνσταντίνος,Ιωάννη,,,,
Παπαϊωάννου,Μιλτιάδης,Ηλία,,,,
Βούρος,Ιωάννης,Στεφάνου,,,,
Χαραλαμπόπουλος,Γεώργιος-Ερνέστος,Ιωάννη,,,,
Πρωτόπαπας,Χρήστος,Ιωάννη,,,,
Μαυρίκος,Γεώργιος,Εμμανουήλ,,,,
Παπακωνσταντίνου,Νικόλαος,Χρήστου,,,,
Πρωτούλης,Ιωάννης,Παναγιώτη,,,,
Καρατζαφέρης,Γεώργιος,Ιωάννη,,,,
Αϊβαλιώτης,Κωνσταντίνος,Ιωάννη,,,,
Κουβέλης,Φώτιος,-,Φανούριος,Ευαγγέλου,,
Τσουρή,Ελπίδα,Στεφάνου,,,,
Μίχος,Λάμπρος,Σπυρίδωνος,,,,
Ντουκάκης,Μανούσος,Ιωάννη,,,,
Έβερτ,Μιλτιάδης,Αγγέλου,,,,
Σουφλιάς,Γεώργιος,Αθανασίου,,,,
Χηνοφώτης,Παναγιώτης,Διονυσίου,,,,
Δραγώνα,Θάλεια,Ιωάννη,,,,
Μπανιάς,Ιωάννης,Βασιλείου,,,,
Μπεριάτος,Ηλίας,Τηλέμαχου,,,,
Αλογοσκούφης,Γεώργιος,Σπυρίψων,,,,
Βουλγαράκης,Γεώργιος,Αποστόλου,,,,
Μπενάκη,-,Ψαρούδα,Άννα,Ευαγγέλου,,
Καφαντάρη,Ευθαλία,(Λίλα),Ηλία,,,
Φιλίνη,Άννα,Κωνσταντίνου,,,,
Κοροβέσης,Περικλής-Ηλίας,Χρίστου,,,,
Γεωργίου,Γεώργιος,Στεργίου,,,,
Μιχαλολιάκος,Βασίλειος,Ιωάννη,,,,
Σημίτης,Κώστας,Γεωργίου,,,,
Αράπογλου,Δήμητρα,Διαμαντή,,,,
Δούκας,Πέτρος,Γεωργίου,,,,
Σταύρου,Απόστολος,Ευαγγέλου,,,,
Μαγγίνας,Βασίλειος,Νικολάου,,,,
Κρανιάς,Δημήτριος,Ηλία,,,,
Τατούλης,Πέτρος,Παναγιώτη,,,,
Παπαγεωργίου,Γεώργιος,Ιωάννη,,,,
Παπαδημάτος,Νικόλαος,Παναγιώτη,,,,
Ράγιου-Μεντζελοπούλου,Αναστασία,(Νατάσα),Θεοφάνη,,,
Κατσιφάρας,Απόστολος,Ιωάννη,,,,
Βέρρας,Μιλτιάδης,Ηλία,,,,
Φώλιας,Χρήστος,Σωτηρίου,,,,
Δαϊλάκης,Σταύρος,Αποστόλου,,,,
Παυλίδης,Αριστοτέλης,Αντωνίου,,,,
Βαληνάκης,Ιωάννης,Γεωργίου,,,,
Καραμάριος,Αναστάσιος,Εμμανουήλ,,,,
Λιάσκος,Αναστάσιος,Ιωάννη,,,,
Βαρβαρίγος,Δημήτριος,Αντωνίου,,,,
Κανελλοπούλου,Κρινιώ,Αθανασίου,,,,
Αδρακτάς,Παναγιώτης,Φωτίου,,,,
Φωτιάδης,Ηλίας,Χρήστου,,,,
Μπαντουβάς,Κωνσταντίνος,Κωνσταντίνου,,,,
Σκουλάς,Ιωάννης,Γεωργίου,,,,
Αλαβάνος,Αλέξανδρος,Νικολάου,,,,
Τζιτζικώστας,Απόστολος-Ιωάννης,Γεωργίου,,,,
Σαλαγκούδης,Γεώργιος,Αριστοτέλη,,,,
Ρεγκούζας,Αδάμ,Παναγιώτη,,,,
Αλυσανδράκης,Κωνσταντίνος,Εμμανουήλ,,,,
Χριστοφιλογιάννης,Δημήτριος,Βασιλείου,,,,
Μπουζάλη,Παρασκευή,Βασιλείου,,,,
Παρίσης,Αλέξανδρος,Παναγή,,,,
Τσιτουρίδης,Σάββας,Κυριάκου,,,,
Φλωρίδης,Γεώργιος,Διαμαντή,,,,
